transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id
40738,2023-03-11,8:35:18,2,5,39
40753,2023-03-11,8:42:09,2,8,84
40756,2023-03-11,8:43:50,1,8,54
40768,2023-03-11,8:51:29,2,5,53
40770,2023-03-11,8:51:29,1,5,14
40780,2023-03-11,8:59:48,1,5,48
40792,2023-03-11,9:05:57,1,5,71
40820,2023-03-11,9:24:25,1,8,44
40845,2023-03-11,9:47:04,1,5,48
40865,2023-03-11,10:02:42,1,8,47
40894,2023-03-11,10:20:34,1,3,49
40901,2023-03-11,10:24:24,1,8,73
40916,2023-03-11,10:36:09,1,3,32
40917,2023-03-11,10:36:14,2,8,27
40923,2023-03-11,10:42:47,1,3,60
40937,2023-03-11,10:54:15,1,3,54
40970,2023-03-11,11:29:39,1,5,69
40978,2023-03-11,11:52:05,1,3,36
40998,2023-03-11,12:22:15,1,8,58
40999,2023-03-11,12:23:34,2,5,61
41003,2023-03-11,12:43:37,2,8,23
41011,2023-03-11,12:51:33,2,5,56
41036,2023-03-11,13:40:31,2,3,29
41039,2023-03-11,13:45:06,1,5,16
41047,2023-03-11,14:02:09,2,8,38
41060,2023-03-11,14:21:43,1,5,79
41066,2023-03-11,14:25:40,1,3,69
41070,2023-03-11,14:28:30,1,3,52
41077,2023-03-11,14:44:37,2,3,39
41078,2023-03-11,14:44:37,2,3,65
41094,2023-03-11,15:21:56,2,8,43
41123,2023-03-11,16:06:17,1,8,26
41158,2023-03-11,17:08:13,1,3,52
41207,2023-03-11,18:23:58,1,3,71
41250,2023-03-12,6:22:00,1,5,65
41260,2023-03-12,6:30:45,1,8,42
41286,2023-03-12,6:58:28,2,8,39
41316,2023-03-12,7:17:18,2,3,35
41320,2023-03-12,7:21:44,1,5,73
41330,2023-03-12,7:27:12,1,3,72
41333,2023-03-12,7:29:25,2,3,23
41348,2023-03-12,7:43:52,1,3,31
41396,2023-03-12,8:22:24,1,5,53
41416,2023-03-12,8:41:34,1,3,23
41423,2023-03-12,8:49:19,1,3,84
41426,2023-03-12,8:52:21,1,3,77
41442,2023-03-12,9:02:14,1,8,30
41449,2023-03-12,9:07:04,1,8,57
41457,2023-03-12,9:10:11,2,8,45
41463,2023-03-12,9:12:34,1,3,43
41473,2023-03-12,9:24:59,1,3,28
41474,2023-03-12,9:25:11,2,5,59
41515,2023-03-12,9:52:25,1,3,36
41518,2023-03-12,9:54:30,1,8,59
41521,2023-03-12,9:54:34,1,5,61
41545,2023-03-12,10:10:25,1,8,50
41546,2023-03-12,10:12:00,2,8,48
41560,2023-03-12,10:17:52,2,5,22
41570,2023-03-12,10:22:15,1,8,11
41576,2023-03-12,10:27:14,1,8,39
41609,2023-03-12,10:45:46,1,5,69
41625,2023-03-12,10:54:38,2,5,29
41626,2023-03-12,10:55:28,1,8,27
41631,2023-03-12,11:01:17,1,5,60
41634,2023-03-12,11:06:59,1,8,59
41649,2023-03-12,11:29:34,1,3,17
41652,2023-03-12,11:30:34,1,5,28
41661,2023-03-12,11:44:02,2,5,37
41687,2023-03-12,13:06:36,1,5,60
41690,2023-03-12,13:09:43,2,8,37
41701,2023-03-12,13:31:43,1,5,71
41723,2023-03-12,14:10:01,1,5,71
41748,2023-03-12,14:56:49,1,3,34
41794,2023-03-12,16:28:12,1,5,75
41808,2023-03-12,16:59:50,2,5,36
41812,2023-03-12,17:05:53,1,8,70
41833,2023-03-12,17:31:55,2,5,39
41841,2023-03-12,17:46:29,2,3,29
41848,2023-03-12,17:49:47,1,8,83
41875,2023-03-12,18:28:10,2,8,63
41899,2023-03-12,19:25:36,1,3,23
41913,2023-03-13,7:09:27,2,5,32
41935,2023-03-13,7:19:15,1,5,48
41936,2023-03-13,7:20:58,1,3,71
41952,2023-03-13,7:30:10,2,5,60
41962,2023-03-13,7:41:33,2,5,60
41968,2023-03-13,7:44:41,1,3,76
41991,2023-03-13,8:02:24,2,3,47
42001,2023-03-13,8:09:51,2,8,87
42006,2023-03-13,8:11:08,1,3,75
42048,2023-03-13,8:31:45,2,3,43
42080,2023-03-13,8:44:45,1,3,30
42093,2023-03-13,8:49:54,1,5,79
42096,2023-03-13,8:51:54,1,5,78
42103,2023-03-13,8:55:35,2,8,59
42116,2023-03-13,9:02:45,1,3,51
42122,2023-03-13,9:04:45,1,5,23
42133,2023-03-13,9:10:30,2,3,46
42138,2023-03-13,9:12:48,1,5,31
42139,2023-03-13,9:13:06,2,8,28
42182,2023-03-13,9:41:04,1,5,23
42185,2023-03-13,9:44:34,1,8,23
42205,2023-03-13,9:55:40,2,8,49
42225,2023-03-13,10:08:56,1,8,76
42234,2023-03-13,10:13:07,2,8,55
42235,2023-03-13,10:13:52,2,5,59
42242,2023-03-13,10:23:00,2,3,31
42246,2023-03-13,10:26:28,2,8,36
42278,2023-03-13,10:36:56,1,3,51
42300,2023-03-13,10:46:27,1,3,64
42302,2023-03-13,10:48:42,1,8,47
42303,2023-03-13,10:48:46,2,5,52
42305,2023-03-13,10:50:44,2,5,52
42312,2023-03-13,10:51:56,1,8,8
42332,2023-03-13,10:56:57,1,8,75
42352,2023-03-13,11:31:15,1,5,76
42379,2023-03-13,12:02:27,2,8,35
42418,2023-03-13,13:03:32,1,5,50
42423,2023-03-13,13:16:06,1,8,27
42442,2023-03-13,14:01:03,1,5,54
42448,2023-03-13,14:10:51,2,5,49
42450,2023-03-13,14:10:53,2,8,31
42464,2023-03-13,14:27:59,2,3,28
42466,2023-03-13,14:28:47,1,8,64
42491,2023-03-13,15:05:18,2,5,36
42492,2023-03-13,15:06:50,1,3,40
42493,2023-03-13,15:07:42,2,3,48
42502,2023-03-13,15:22:54,1,5,65
42521,2023-03-13,15:51:35,1,5,60
42566,2023-03-13,16:59:25,1,8,43
42575,2023-03-13,17:17:16,2,8,27
42602,2023-03-13,18:30:05,1,8,60
42613,2023-03-13,18:58:59,2,3,55
42648,2023-03-14,7:12:29,1,5,61
42649,2023-03-14,7:12:29,1,5,70
42677,2023-03-14,8:04:51,1,3,57
42688,2023-03-14,8:11:20,1,8,31
42689,2023-03-14,8:12:53,1,3,44
42698,2023-03-14,8:15:56,1,3,69
42710,2023-03-14,8:17:48,1,5,79
42735,2023-03-14,8:27:43,1,3,55
42760,2023-03-14,8:34:13,1,8,36
42763,2023-03-14,8:34:42,2,8,50
42770,2023-03-14,8:42:07,1,3,76
42791,2023-03-14,8:47:06,1,8,78
42870,2023-03-14,9:25:50,1,5,52
42889,2023-03-14,9:30:11,1,8,35
42927,2023-03-14,9:43:04,2,5,84
42954,2023-03-14,9:53:04,1,8,79
42978,2023-03-14,10:10:00,1,8,71
43013,2023-03-14,10:19:49,2,8,65
43026,2023-03-14,10:26:58,1,8,70
43027,2023-03-14,10:27:47,2,5,38
43030,2023-03-14,10:28:19,2,3,38
43041,2023-03-14,10:33:31,2,3,56
43056,2023-03-14,10:40:10,1,8,78
43066,2023-03-14,10:42:29,1,5,31
43069,2023-03-14,10:43:02,2,8,26
43098,2023-03-14,11:02:51,2,5,29
43133,2023-03-14,12:30:44,1,5,77
43142,2023-03-14,12:51:29,1,8,24
43149,2023-03-14,13:03:38,1,5,58
43155,2023-03-14,13:17:34,1,5,81
43171,2023-03-14,13:56:19,1,8,50
43206,2023-03-14,15:37:56,2,5,54
43216,2023-03-14,16:00:32,1,8,57
43236,2023-03-14,16:46:16,2,8,42
43269,2023-03-14,17:39:21,2,5,84
43271,2023-03-14,17:41:00,2,3,50
43280,2023-03-14,18:05:55,1,8,36
43282,2023-03-14,18:13:21,1,3,48
43301,2023-03-14,19:17:38,2,8,38
43309,2023-03-14,19:28:14,1,3,51
43321,2023-03-14,19:54:10,2,3,41
43332,2023-03-15,6:03:05,1,5,64
43334,2023-03-15,6:07:43,1,5,77
43341,2023-03-15,6:20:33,1,5,41
43348,2023-03-15,6:26:44,1,5,42
43357,2023-03-15,6:43:09,1,8,42
43358,2023-03-15,6:45:07,1,5,57
43365,2023-03-15,6:51:21,2,8,53
43367,2023-03-15,6:51:45,1,8,74
43391,2023-03-15,7:20:12,2,5,22
43413,2023-03-15,7:36:50,1,8,82
43426,2023-03-15,7:41:35,1,3,5
43428,2023-03-15,7:43:35,2,8,41
43440,2023-03-15,7:50:00,2,8,48
43479,2023-03-15,8:11:17,2,3,52
43483,2023-03-15,8:14:59,1,8,57
43487,2023-03-15,8:17:53,1,3,71
43492,2023-03-15,8:21:10,2,3,23
43495,2023-03-15,8:24:36,1,3,23
43501,2023-03-15,8:26:40,1,3,10
43517,2023-03-15,8:35:45,1,3,59
43525,2023-03-15,8:39:14,1,5,36
43534,2023-03-15,8:46:08,2,5,28
43573,2023-03-15,9:12:14,1,5,41
43575,2023-03-15,9:13:16,1,3,48
43596,2023-03-15,9:24:04,2,8,55
43608,2023-03-15,9:32:07,1,3,45
43620,2023-03-15,9:39:03,2,3,33
43635,2023-03-15,9:51:00,1,3,72
43656,2023-03-15,9:56:31,1,3,74
43658,2023-03-15,9:57:01,2,3,29
43661,2023-03-15,9:59:00,1,8,70
43698,2023-03-15,10:27:14,1,5,53
43710,2023-03-15,10:31:01,2,3,54
43739,2023-03-15,10:46:40,1,8,39
43769,2023-03-15,11:00:46,1,8,37
43776,2023-03-15,11:07:29,1,8,73
43822,2023-03-15,12:24:56,2,3,51
43828,2023-03-15,12:33:40,1,3,26
43850,2023-03-15,13:14:45,1,8,72
43874,2023-03-15,13:46:26,2,8,51
43882,2023-03-15,14:06:16,1,8,56
43885,2023-03-15,14:09:36,1,8,59
43890,2023-03-15,14:22:40,2,5,22
43903,2023-03-15,14:47:54,2,3,58
43918,2023-03-15,15:12:06,1,3,81
43924,2023-03-15,15:29:59,2,5,64
43936,2023-03-15,15:51:26,2,5,25
43942,2023-03-15,16:08:37,2,8,34
43948,2023-03-15,16:23:00,1,8,74
43956,2023-03-15,16:30:44,1,8,14
43960,2023-03-15,16:39:25,1,5,28
43962,2023-03-15,16:51:19,2,3,57
43967,2023-03-15,16:53:38,1,5,72
43993,2023-03-15,17:30:44,1,8,59
44004,2023-03-15,17:57:25,2,3,22
44018,2023-03-15,18:23:55,2,8,48
44027,2023-03-15,18:34:27,1,3,47
44036,2023-03-15,19:12:32,2,8,59
44045,2023-03-15,19:44:02,2,3,44
44079,2023-03-16,6:45:11,1,5,25
44091,2023-03-16,6:58:52,2,5,65
44092,2023-03-16,7:02:45,2,8,87
44101,2023-03-16,7:06:56,1,8,61
44102,2023-03-16,7:07:00,1,8,57
44144,2023-03-16,7:31:08,1,3,57
44152,2023-03-16,7:36:01,2,5,44
44170,2023-03-16,7:45:35,1,8,27
44185,2023-03-16,7:50:40,1,8,22
44192,2023-03-16,7:52:05,2,3,43
44199,2023-03-16,7:55:22,1,8,32
44212,2023-03-16,8:02:16,1,8,64
44227,2023-03-16,8:13:52,1,3,35
44229,2023-03-16,8:17:11,1,8,71
44238,2023-03-16,8:20:34,1,3,65
44250,2023-03-16,8:26:06,1,8,53
44255,2023-03-16,8:30:16,2,5,35
44259,2023-03-16,8:30:29,1,5,71
44268,2023-03-16,8:35:58,1,3,59
44286,2023-03-16,8:52:55,3,5,48
44294,2023-03-16,8:57:25,2,8,25
44312,2023-03-16,9:07:47,2,5,46
44354,2023-03-16,9:39:22,1,3,44
44362,2023-03-16,9:42:40,1,8,25
44376,2023-03-16,9:55:10,2,3,50
44407,2023-03-16,10:13:12,1,8,63
44424,2023-03-16,10:20:36,2,8,27
44436,2023-03-16,10:26:05,1,8,41
44439,2023-03-16,10:27:48,2,3,47
44445,2023-03-16,10:32:42,1,8,71
44451,2023-03-16,10:38:02,2,8,52
44459,2023-03-16,10:42:20,2,8,40
44485,2023-03-16,10:51:22,2,8,64
44491,2023-03-16,10:56:00,1,5,71
44526,2023-03-16,11:23:42,1,8,55
44554,2023-03-16,12:08:41,1,8,52
44557,2023-03-16,12:13:51,1,8,61
44565,2023-03-16,12:25:10,2,8,35
44572,2023-03-16,12:36:09,1,8,38
44573,2023-03-16,12:41:24,1,5,36
44580,2023-03-16,13:01:16,2,3,29
44601,2023-03-16,13:46:33,1,5,76
44602,2023-03-16,13:49:16,1,3,51
44631,2023-03-16,14:33:26,1,8,30
44632,2023-03-16,14:36:42,1,8,44
44651,2023-03-16,15:07:00,2,3,49
44676,2023-03-16,15:50:12,2,5,26
44677,2023-03-16,15:50:24,1,3,33
44689,2023-03-16,16:15:12,1,5,56
44690,2023-03-16,16:15:40,1,3,31
44695,2023-03-16,16:18:32,1,5,45
44731,2023-03-16,17:25:44,2,8,29
44783,2023-03-16,19:14:52,1,3,72
44785,2023-03-16,19:18:03,1,3,41
44789,2023-03-16,19:26:40,2,3,23
44792,2023-03-16,19:33:04,1,3,75
44818,2023-03-17,6:19:17,1,5,52
44825,2023-03-17,6:26:15,1,5,58
44841,2023-03-17,6:42:16,2,5,59
44845,2023-03-17,6:44:21,2,5,47
44849,2023-03-17,6:46:04,1,8,44
44857,2023-03-17,7:02:56,1,3,61
44892,2023-03-17,7:24:04,1,3,40
44907,2023-03-17,7:34:04,1,3,74
44915,2023-03-17,7:38:10,1,3,24
44932,2023-03-17,7:42:40,1,8,25
44939,2023-03-17,7:47:16,2,8,26
44948,2023-03-17,7:50:58,1,8,27
44957,2023-03-17,7:55:52,1,3,82
44959,2023-03-17,7:59:02,2,3,22
45041,2023-03-17,8:55:51,1,3,69
45046,2023-03-17,9:00:35,1,5,74
45066,2023-03-17,9:14:36,1,5,84
45080,2023-03-17,9:30:09,1,5,60
45086,2023-03-17,9:34:31,1,5,72
45105,2023-03-17,9:48:21,1,8,30
45120,2023-03-17,9:53:25,2,8,40
45134,2023-03-17,10:00:55,1,8,70
45160,2023-03-17,10:13:04,1,5,22
45161,2023-03-17,10:13:09,1,3,57
45166,2023-03-17,10:15:50,2,3,54
45173,2023-03-17,10:19:39,1,3,29
45197,2023-03-17,10:31:49,1,3,61
45228,2023-03-17,10:47:27,2,3,54
45324,2023-03-17,12:56:11,1,8,26
45325,2023-03-17,13:02:58,2,5,34
45327,2023-03-17,13:06:22,1,8,59
45350,2023-03-17,13:51:57,2,3,23
45351,2023-03-17,13:53:11,1,8,46
45359,2023-03-17,14:03:50,2,3,24
45361,2023-03-17,14:05:19,1,5,28
45362,2023-03-17,14:08:25,1,5,32
45381,2023-03-17,15:12:01,1,8,22
45391,2023-03-17,15:42:01,2,3,23
45425,2023-03-17,16:35:12,1,5,47
45433,2023-03-17,16:45:25,2,5,84
45439,2023-03-17,16:50:12,2,8,65
45464,2023-03-17,17:52:34,1,5,69
45492,2023-03-17,19:00:52,1,8,65
45507,2023-03-18,6:07:19,1,5,58
45548,2023-03-18,7:05:37,1,8,46
45553,2023-03-18,7:09:11,2,5,50
45554,2023-03-18,7:09:16,1,5,22
45567,2023-03-18,7:15:29,1,3,55
45579,2023-03-18,7:24:34,1,3,32
45595,2023-03-18,7:30:45,1,5,21
45610,2023-03-18,7:39:01,2,3,49
45636,2023-03-18,7:51:11,2,3,36
45668,2023-03-18,8:02:31,2,8,38
45692,2023-03-18,8:17:05,1,8,56
45712,2023-03-18,8:28:26,1,5,25
45736,2023-03-18,8:47:14,1,8,87
45772,2023-03-18,9:15:47,1,8,70
45796,2023-03-18,9:34:59,2,8,22
45807,2023-03-18,9:39:52,1,3,36
45817,2023-03-18,9:46:40,1,5,50
45819,2023-03-18,9:47:01,1,3,70
45820,2023-03-18,9:47:46,1,3,59
45826,2023-03-18,9:49:12,1,3,47
45844,2023-03-18,9:57:29,2,8,32
45847,2023-03-18,10:00:59,1,8,47
45848,2023-03-18,10:01:01,1,8,50
45872,2023-03-18,10:12:53,1,5,84
45898,2023-03-18,10:24:05,2,8,27
45936,2023-03-18,10:43:53,1,5,64
45973,2023-03-18,11:13:55,1,5,78
46012,2023-03-18,12:32:29,2,5,60
46018,2023-03-18,12:43:42,1,3,41
46037,2023-03-18,13:18:25,2,3,61
46043,2023-03-18,13:30:00,1,8,36
46046,2023-03-18,13:31:14,1,3,55
46069,2023-03-18,14:10:58,1,5,60
46082,2023-03-18,14:29:50,1,3,48
46091,2023-03-18,14:42:43,2,8,54
46102,2023-03-18,14:53:26,1,8,4
46109,2023-03-18,15:01:37,2,8,28
46159,2023-03-18,16:43:33,1,3,17
46162,2023-03-18,16:44:42,1,3,51
46196,2023-03-18,17:43:16,1,5,24
46203,2023-03-18,18:03:46,2,3,51
46226,2023-03-18,19:49:07,1,8,75
46236,2023-03-19,6:18:42,2,5,44
46240,2023-03-19,6:30:16,1,5,29
46247,2023-03-19,6:35:02,1,8,35
46248,2023-03-19,6:35:02,1,8,78
46249,2023-03-19,6:36:03,1,5,26
46255,2023-03-19,6:40:19,2,8,64
46261,2023-03-19,6:42:51,1,8,10
46262,2023-03-19,6:43:52,1,8,54
46267,2023-03-19,6:50:13,1,5,29
46271,2023-03-19,6:52:57,2,8,35
46283,2023-03-19,7:02:38,2,3,42
46332,2023-03-19,7:31:27,1,8,37
46339,2023-03-19,7:39:31,1,3,45
46345,2023-03-19,7:48:53,1,3,55
46347,2023-03-19,7:49:38,2,3,48
46356,2023-03-19,7:51:57,2,8,41
46359,2023-03-19,7:52:00,1,8,64
46360,2023-03-19,7:52:00,1,8,71
46370,2023-03-19,7:57:26,2,8,32
46375,2023-03-19,7:58:30,1,8,78
46382,2023-03-19,8:03:48,2,3,35
46393,2023-03-19,8:09:13,2,3,47
46411,2023-03-19,8:18:13,2,8,40
46438,2023-03-19,8:36:16,1,8,70
46457,2023-03-19,8:42:43,1,5,23
46460,2023-03-19,8:44:22,2,5,47
46468,2023-03-19,8:52:28,1,5,22
46469,2023-03-19,8:53:26,2,3,28
46470,2023-03-19,8:53:35,2,8,49
46478,2023-03-19,9:00:25,2,3,45
46502,2023-03-19,9:13:57,1,3,25
46512,2023-03-19,9:21:45,1,3,48
46527,2023-03-19,9:35:57,2,5,24
46529,2023-03-19,9:36:07,2,3,44
46543,2023-03-19,9:47:06,2,3,36
46556,2023-03-19,9:53:12,2,3,54
46569,2023-03-19,10:05:40,2,3,29
46580,2023-03-19,10:17:33,2,8,37
46584,2023-03-19,10:18:33,1,3,35
46591,2023-03-19,10:21:13,2,3,61
46598,2023-03-19,10:23:58,2,3,51
46606,2023-03-19,10:26:26,1,5,38
46619,2023-03-19,10:31:46,2,3,39
46626,2023-03-19,10:34:04,2,3,63
46643,2023-03-19,10:42:24,2,8,46
46665,2023-03-19,10:52:34,1,3,32
46677,2023-03-19,10:59:17,2,8,31
46710,2023-03-19,11:28:53,1,3,39
46714,2023-03-19,11:44:26,1,8,61
46720,2023-03-19,11:53:14,1,8,72
46721,2023-03-19,11:56:09,1,5,23
46730,2023-03-19,12:21:29,1,8,39
46767,2023-03-19,13:10:23,2,3,32
46773,2023-03-19,13:22:39,1,8,84
46820,2023-03-19,15:04:26,1,5,37
46855,2023-03-19,15:58:55,1,3,43
46881,2023-03-19,16:52:42,2,5,65
46900,2023-03-19,17:22:14,1,3,47
46904,2023-03-19,17:34:31,2,5,63
46925,2023-03-19,18:23:04,1,8,29
46928,2023-03-19,18:24:08,2,5,39
46931,2023-03-19,18:34:27,1,3,47
46940,2023-03-19,18:55:54,2,8,39
46945,2023-03-19,19:13:13,2,8,31
46952,2023-03-19,19:37:12,1,3,8
46956,2023-03-19,19:50:05,1,8,59
46973,2023-03-20,7:20:03,1,5,74
46989,2023-03-20,7:36:12,3,5,60
47007,2023-03-20,7:45:35,3,5,52
47020,2023-03-20,7:57:09,1,3,58
47025,2023-03-20,7:59:56,1,3,71
47026,2023-03-20,8:00:28,1,8,52
47036,2023-03-20,8:02:47,3,5,22
47047,2023-03-20,8:13:27,1,8,33
47057,2023-03-20,8:19:05,2,8,30
47063,2023-03-20,8:20:21,2,5,44
47114,2023-03-20,8:43:50,2,8,59
47147,2023-03-20,8:56:25,2,8,48
47155,2023-03-20,8:57:16,1,3,76
47163,2023-03-20,8:58:31,1,3,36
47167,2023-03-20,8:58:56,1,3,55
47187,2023-03-20,9:08:19,1,3,71
47194,2023-03-20,9:09:07,1,3,74
47197,2023-03-20,9:09:28,1,5,76
47210,2023-03-20,9:15:46,1,8,16
47214,2023-03-20,9:19:33,2,8,43
47247,2023-03-20,9:36:11,1,3,84
47252,2023-03-20,9:38:45,1,3,60
47254,2023-03-20,9:38:45,1,3,17
47283,2023-03-20,9:49:39,1,8,31
47321,2023-03-20,10:12:27,1,3,77
47324,2023-03-20,10:12:50,1,5,75
47329,2023-03-20,10:13:56,1,5,77
47351,2023-03-20,10:21:42,1,8,64
47386,2023-03-20,10:40:57,2,8,42
47388,2023-03-20,10:41:09,1,3,61
47393,2023-03-20,10:45:13,1,3,60
47395,2023-03-20,10:45:18,1,3,54
47397,2023-03-20,10:46:05,1,8,54
47398,2023-03-20,10:46:43,1,8,61
47429,2023-03-20,11:39:37,1,5,76
47439,2023-03-20,11:56:20,1,5,76
47448,2023-03-20,12:19:32,1,8,61
47463,2023-03-20,13:01:34,1,8,70
47480,2023-03-20,13:39:32,1,8,71
47484,2023-03-20,13:52:11,1,3,55
47496,2023-03-20,14:10:43,1,3,36
47515,2023-03-20,14:39:16,1,3,74
47526,2023-03-20,14:56:53,1,8,78
47531,2023-03-20,15:01:52,1,3,49
47534,2023-03-20,15:04:16,2,8,42
47543,2023-03-20,15:31:30,1,3,35
47552,2023-03-20,15:40:19,2,5,22
47567,2023-03-20,16:08:48,1,3,27
47575,2023-03-20,16:23:26,1,3,48
47592,2023-03-20,16:44:21,1,8,79
47602,2023-03-20,16:52:56,1,3,74
47618,2023-03-20,17:19:10,3,5,26
47630,2023-03-20,17:39:46,1,5,75
47631,2023-03-20,17:39:46,1,5,71
47643,2023-03-20,18:01:32,1,3,29
47685,2023-03-20,19:57:07,1,3,49
47689,2023-03-20,20:11:30,1,8,63
47698,2023-03-21,7:07:40,3,5,61
47713,2023-03-21,7:40:01,3,5,87
47716,2023-03-21,7:44:52,3,5,38
47722,2023-03-21,7:55:20,1,5,26
47737,2023-03-21,8:05:18,1,8,56
47742,2023-03-21,8:11:50,1,3,32
47746,2023-03-21,8:13:29,1,5,76
47748,2023-03-21,8:14:35,1,8,87
47761,2023-03-21,8:17:21,1,8,77
47790,2023-03-21,8:32:20,1,8,26
47797,2023-03-21,8:33:25,1,8,45
47803,2023-03-21,8:34:47,1,8,72
47807,2023-03-21,8:35:32,1,3,29
47818,2023-03-21,8:40:20,1,8,71
47821,2023-03-21,8:42:46,1,8,87
47830,2023-03-21,8:50:02,1,8,59
47833,2023-03-21,8:50:25,1,8,6
47887,2023-03-21,9:19:48,1,8,63
47896,2023-03-21,9:23:55,1,8,77
47899,2023-03-21,9:25:25,2,5,59
47942,2023-03-21,9:48:18,1,8,25
47957,2023-03-21,9:52:30,2,3,48
47989,2023-03-21,10:12:14,1,8,50
48002,2023-03-21,10:19:00,2,8,84
48009,2023-03-21,10:24:08,2,3,46
48016,2023-03-21,10:25:21,2,5,24
48024,2023-03-21,10:30:19,1,8,84
48041,2023-03-21,10:37:39,1,8,59
48044,2023-03-21,10:40:53,2,8,45
48048,2023-03-21,10:41:17,1,3,72
48049,2023-03-21,10:41:38,2,8,26
48055,2023-03-21,10:45:50,1,8,51
48077,2023-03-21,10:56:13,2,3,50
48129,2023-03-21,12:27:13,2,8,63
48132,2023-03-21,12:33:43,1,3,24
48151,2023-03-21,13:19:21,3,5,33
48177,2023-03-21,13:51:21,2,3,61
48183,2023-03-21,13:58:04,1,3,52
48184,2023-03-21,13:58:04,1,3,79
48198,2023-03-21,14:23:58,2,8,54
48203,2023-03-21,14:35:01,2,8,36
48216,2023-03-21,15:14:23,1,8,61
48223,2023-03-21,15:47:19,1,3,39
48244,2023-03-21,16:43:25,2,8,28
48262,2023-03-21,17:08:05,2,3,61
48269,2023-03-21,17:17:28,2,5,54
48287,2023-03-21,18:09:49,1,3,49
48294,2023-03-21,18:20:09,2,5,65
48305,2023-03-21,18:29:36,2,8,46
48321,2023-03-21,19:28:14,1,3,51
48339,2023-03-21,20:52:55,1,8,8
48361,2023-03-22,6:29:30,1,5,24
48372,2023-03-22,6:34:57,2,5,72
48418,2023-03-22,7:22:08,2,5,46
48442,2023-03-22,7:44:51,3,5,49
48443,2023-03-22,7:44:51,1,5,69
48445,2023-03-22,7:45:29,1,8,74
48450,2023-03-22,7:52:52,2,8,38
48465,2023-03-22,8:07:11,1,8,79
48482,2023-03-22,8:21:08,1,5,56
48484,2023-03-22,8:21:51,2,3,37
48496,2023-03-22,8:34:19,2,5,36
48511,2023-03-22,8:43:37,1,5,72
48517,2023-03-22,8:47:14,1,8,37
48546,2023-03-22,9:13:30,2,3,39
48551,2023-03-22,9:14:47,1,8,26
48557,2023-03-22,9:20:04,1,8,70
48559,2023-03-22,9:21:40,2,3,50
48564,2023-03-22,9:22:31,1,5,63
48594,2023-03-22,9:50:55,1,3,50
48609,2023-03-22,10:07:15,2,8,43
48612,2023-03-22,10:08:06,1,3,46
48629,2023-03-22,10:20:46,1,8,4
48633,2023-03-22,10:28:40,1,8,71
48646,2023-03-22,10:47:46,3,5,35
48686,2023-03-22,11:29:47,1,5,64
48688,2023-03-22,11:29:53,1,8,61
48692,2023-03-22,11:32:46,1,8,39
48712,2023-03-22,11:55:00,2,5,43
48726,2023-03-22,12:15:45,1,8,23
48739,2023-03-22,12:26:22,2,5,47
48741,2023-03-22,12:26:55,1,3,70
48754,2023-03-22,12:45:46,2,3,26
48757,2023-03-22,12:47:06,2,5,49
48774,2023-03-22,13:18:07,2,5,34
48790,2023-03-22,13:43:52,2,8,38
48823,2023-03-22,14:54:40,2,8,61
48847,2023-03-22,15:24:31,1,3,22
48864,2023-03-22,15:48:17,1,3,53
48865,2023-03-22,15:50:16,2,3,37
48869,2023-03-22,16:01:46,1,3,26
48876,2023-03-22,16:05:25,3,5,22
48878,2023-03-22,16:12:56,2,3,35
48896,2023-03-22,16:30:13,2,3,36
48903,2023-03-22,16:34:37,1,3,49
48907,2023-03-22,16:50:01,1,8,38
48943,2023-03-22,17:35:50,3,5,32
48961,2023-03-22,18:03:49,1,3,24
49014,2023-03-23,6:06:22,1,5,55
49027,2023-03-23,6:37:22,1,5,31
49101,2023-03-23,7:39:13,2,5,65
49109,2023-03-23,7:48:36,2,5,53
49130,2023-03-23,8:06:40,1,5,36
49136,2023-03-23,8:11:45,2,8,59
49154,2023-03-23,8:25:14,1,3,60
49156,2023-03-23,8:26:23,1,8,78
49163,2023-03-23,8:30:31,1,8,36
49165,2023-03-23,8:33:38,1,5,71
49167,2023-03-23,8:35:33,1,3,75
49196,2023-03-23,9:04:14,1,3,57
49204,2023-03-23,9:13:52,2,8,34
49221,2023-03-23,9:25:29,3,5,30
49227,2023-03-23,9:27:42,2,8,31
49280,2023-03-23,10:06:37,1,5,77
49281,2023-03-23,10:07:31,1,8,48
49322,2023-03-23,10:34:55,1,5,39
49373,2023-03-23,11:39:50,1,8,87
49390,2023-03-23,12:02:28,3,5,48
49436,2023-03-23,13:36:22,1,3,70
49454,2023-03-23,13:59:35,2,3,27
49456,2023-03-23,14:00:44,1,3,78
49468,2023-03-23,14:15:16,1,8,41
49474,2023-03-23,14:18:55,1,8,48
49490,2023-03-23,14:34:14,1,8,61
49514,2023-03-23,14:59:55,2,8,33
49522,2023-03-23,15:18:09,2,8,87
49532,2023-03-23,15:27:53,1,3,58
49546,2023-03-23,15:48:28,1,3,70
49557,2023-03-23,15:58:28,1,3,60
49572,2023-03-23,16:26:14,1,3,48
49612,2023-03-23,17:23:11,1,3,30
49624,2023-03-23,17:35:46,2,8,32
49633,2023-03-23,17:46:41,1,8,33
49677,2023-03-23,19:07:13,2,3,22
49679,2023-03-23,19:14:48,1,8,31
49688,2023-03-23,19:34:09,1,3,58
49690,2023-03-23,19:35:14,2,3,61
